11389,7584,1,959742000
11389,7423,1,959742000
2309,777,1,960260400
8686,6119,1,960260400
14829,12019,1,960260400
11412,7427,1,960260400
14694,11973,1,960346800
3964,2254,1,960346800
3964,12005,1,960346800
8519,12005,1,960346800
8801,12005,1,960346800
11552,7534,1,960346800
245,12014,1,960346800
7610,12071,1,960346800
8519,11982,1,960346800
11388,7423,1,960346800
2579,1174,1,960346800
3964,6151,1,960346800
8127,6016,1,960346800
3964,11901,1,960346800
3964,11299,1,960346800
3964,7585,1,960346800
8705,6119,1,960346800
8693,6119,1,960346800
4888,3161,1,960433200
245,6247,1,960433200
3964,3171,1,960433200
120,1174,1,960433200
8488,12003,1,960433200
14708,11973,1,960433200
14623,11926,1,960433200
8732,6119,1,960433200
8742,6119,1,960433200
8747,6119,1,960433200
3964,3167,1,960433200
8801,6119,1,960433200
8488,7504,1,960433200
8488,14316,1,960433200
120,1174,1,960433200
8488,14317,1,960433200
9124,11920,1,960519600
14885,12055,1,960519600
17027,14400,1,960606000
8488,14405,1,960606000
8488,14408,1,960606000
9124,12025,1,960606000
3941,2252,1,960606000
17078,14428,1,960692400
14713,11973,1,960692400
8488,14398,1,960692400
14971,12096,1,960692400
7657,5047,1,960692400
3708,2222,1,960778800
14691,14384,1,960778800
14869,12033,1,960778800
5985,4125,1,960778800
14691,11973,1,960778800
8732,6152,1,960778800
774,59,1,960865200
12507,8302,1,960865200
16381,13199,1,960865200
774,14326,1,960865200
7659,11960,1,960865200
774,6159,1,960865200
8688,6119,1,960865200
774,1177,1,960865200
8685,6119,1,960865200
810,6119,1,960865200
8658,6112,1,960865200
3708,7393,1,960865200
3635,2217,1,960865200
8117,6016,1,960951600
16382,13199,1,960951600
11633,7584,1,960951600
8192,6119,1,960951600
245,6055,1,960951600
6049,11973,1,960951600
2303,6119,1,960951600
8690,6119,1,960951600
3741,6119,1,960951600
16382,13199,1,960951600
2304,777,1,961038000
726,6119,1,961038000
120,1177,1,961038000
11255,7370,1,961038000
8280,7584,1,961038000
17003,14398,1,961038000
726,7584,1,961038000
11541,7521,1,961038000
2304,8241,1,961038000
3965,13199,1,961038000
120,11,1,961038000
8280,8664,1,961124400
8280,7492,1,961124400
8280,12516,1,961124400
5966,12060,1,961124400
8125,14350,1,961124400
421,41,1,961124400
11334,7387,1,961124400
6299,11920,1,961124400
6299,13199,1,961124400
14695,11973,1,961210800
17027,14404,1,961210800
4990,11920,1,961210800
8238,14428,1,961210800
4990,13199,1,961210800
8704,6119,1,961210800
8120,6016,1,961210800
8238,6119,1,961210800
8702,6119,1,961210800
11633,11919,1,961297200
3878,7423,1,961297200
415,14325,1,961297200
8238,7370,1,961297200
3878,2252,1,961297200
16992,14396,1,961297200
11515,7505,1,961297200
3945,2253,1,961297200
14696,14428,1,961297200
14696,11973,1,961297200
64,7487,1,961383600
14386,11575,1,961383600
8333,12005,1,961383600
335,33,1,961383600
9124,11920,1,961383600
7613,6152,1,961470000
64,7584,1,961470000
14630,11931,1,961470000
7613,5038,1,961470000
3837,2246,1,961556400
6299,14325,1,961556400
728,6159,1,961556400
3837,7584,1,961556400
6108,11920,1,961556400
2000,7440,1,961556400
8660,6154,1,961556400
6299,4160,1,961556400
122,50,1,961556400
728,13180,1,961556400
5869,4101,1,961556400
17055,14428,1,961642800
415,7546,1,961642800
122,11,1,961642800
11567,14428,1,961642800
8718,6119,1,961729200
14805,12014,1,961729200
17059,14428,1,961729200
809,62,1,961729200
726,7726,1,961729200
8718,14325,1,961729200
8719,6119,1,961729200
3979,2255,1,961729200
6108,4137,1,961815600
14870,12034,1,961815600
9019,13199,1,961815600
9019,6159,1,961815600
