20755,9303,1,1390993956
20759,13609,1,1390993956
9582,2366,1,1390993956
2361,3325,1,1390993956
7812,5306,1,1390993956
16606,11766,1,1390993956
5231,10474,1,1390993956
15324,9897,1,1390993956
8532,12379,1,1390993956
21238,8197,1,1390993956
21238,8121,1,1390993956
3100,12855,1,1390993956
3100,12655,1,1390993956
21475,11079,1,1390993956
17084,13609,1,1390993956
21148,10187,1,1390993956
16729,13211,1,1390993956
4945,5031,1,1390993956
19605,12573,1,1390993956
6154,12656,1,1390993956
22601,9922,1,1390993956
7822,12029,1,1390993956
7397,13813,1,1390993956
22459,13813,1,1390993956
19265,5990,1,1390993956
24236,13330,1,1390993956
11638,12817,1,1390993956
22957,12628,1,1390993956
15070,10798,1,1390993956
19605,3902,1,1390993956
20645,10431,1,1390993956
4038,10431,1,1390993956
13265,3069,1,1390993956
16148,10599,1,1390993956
20170,13095,1,1390993956
24686,14102,1,1390993956
3413,13849,1,1390993956
10295,12192,1,1390993956
16438,10798,1,1390993956
9711,12863,1,1390993956
7162,8813,1,1390993956
17183,2411,1,1390993956
5930,9945,1,1390993956
22303,8596,1,1390993956
15505,12628,1,1390993956
10820,9922,1,1390993956
7208,9956,1,1390993956
17419,11507,1,1390993956
20678,9945,1,1390993956
19027,10810,1,1390993956
19823,7930,1,1390993956
12001,12655,1,1390993956
937,12863,1,1390993956
23616,11420,1,1390993956
19265,5414,1,1390993956
18063,14179,1,1390993956
21616,13405,1,1390993956
10589,12656,1,1390993956
16338,14018,1,1390993956
24717,11596,1,1390993956
19618,12147,1,1390993956
11489,9956,1,1390993956
937,11596,1,1390993956
20104,8735,1,1390993956
13443,11900,1,1390993956
21475,12009,1,1390993956
5213,14233,1,1390993956
23446,10702,1,1390993956
19097,12517,1,1390993956
4921,4518,1,1390993956
10148,12656,1,1390993956
11390,13921,1,1390993956
9039,11348,1,1390993956
3708,12009,1,1390993956
14866,12685,1,1390993956
16116,4325,1,1390993956
15902,13958,1,1390993956
18291,11256,1,1390993956
12166,13841,1,1390993956
8738,11114,1,1390993956
21667,8597,1,1390993956
16269,10287,1,1390993956
6390,13430,1,1390993956
18593,12836,1,1390993956
1590,10627,1,1390993956
4015,12431,1,1390993956
14088,14102,1,1390993956
2415,11656,1,1390993956
19974,10798,1,1390993956
1901,9926,1,1390993956
12107,10325,1,1390993956
9582,3019,1,1390993956
21947,9924,1,1390993956
23807,12199,1,1390993956
23807,6019,1,1390993956
19903,4925,1,1390993956
6067,11431,1,1391008803
22877,11431,1,1391008818
6444,10938,1,1391008820
3561,9882,1,1391008833
18956,11766,1,1391008838
3150,11366,1,1391008839
4026,3528,1,1391008883
18418,10998,1,1391008884
20747,12882,1,1391008886
3294,9483,1,1391009102
23019,9328,1,1391009127
22539,10320,1,1391009144
13370,9832,1,1391009146
22332,10742,1,1391009148
16458,9800,1,1391009151
3605,12655,1,1391009164
1555,10900,1,1391009178
17500,8550,1,1391009182
17500,12655,1,1391009182
9506,11641,1,1391009184
13718,14014,1,1391009414
10871,12534,1,1391009426
21033,8604,1,1391009426
10781,11078,1,1391009437
10595,11487,1,1391009440
24457,6960,1,1391009445
15426,6960,1,1391009446
24194,11861,1,1391009457
11472,8740,1,1391009475
19252,9753,1,1391009486
8424,13814,1,1391009705
6618,9944,1,1391009705
7016,12715,1,1391009716
17009,11808,1,1391009720
14444,12770,1,1391009721
18738,13843,1,1391009722
23829,5262,1,1391009729
15682,8844,1,1391009735
4205,13354,1,1391009744
15134,12715,1,1391009749
8380,12192,1,1391009755
23807,10911,1,1391009763
100,8845,1,1391009767
423,10513,1,1391009770
20142,11366,1,1391009770
7799,12216,1,1391009775
11042,11609,1,1391009777
6734,13304,1,1391009780
2339,10513,1,1391009780
15147,11817,1,1391009781
12490,11534,1,1391009784
8320,12027,1,1391009794
6077,10781,1,1391009795
20747,11809,1,1391009799
2383,12824,1,1391009810
19868,9688,1,1391009819
5219,7476,1,1391009821
4953,8216,1,1391009833
13434,11633,1,1391009846
10267,2038,1,1391009853
16780,10681,1,1391010062
21965,9392,1,1391010082
4173,12655,1,1391010103
19220,7582,1,1391010113
14963,9658,1,1391010116
15088,13201,1,1391010117
493,12655,1,1391010126
3568,10588,1,1391010142
15633,9892,1,1391010144
11472,11010,1,1391010361
8576,11552,1,1391010365
4745,3195,1,1391010378
4745,3893,1,1391010382
4745,7981,1,1391010393
4745,8212,1,1391010396
4745,3761,1,1391010398
4745,3864,1,1391010398
4745,3533,1,1391010402
4745,4354,1,1391010404
4745,5633,1,1391010405
18902,11766,1,1391010406
4745,3803,1,1391010410
4745,5647,1,1391010421
8760,12824,1,1391010426
10436,10246,1,1391010431
14794,12837,1,1391010439
14205,12192,1,1391010442
2560,12715,1,1391010667
4928,12192,1,1391010686
6011,11281,1,1391010696
8787,13843,1,1391010716
5591,11320,1,1391010732
13705,14110,1,1391010735
21936,8182,1,1391010739
4082,13874,1,1391010741
12319,7929,1,1391010744
6444,13921,1,1391010746
13372,12827,1,1391010750
13090,12207,1,1391010754
13090,10722,1,1391010754
4354,12081,1,1391010758
10430,10588,1,1391010773
7689,10068,1,1391010779
7918,13301,1,1391010794
21278,11648,1,1391010803
7267,12568,1,1391010805
12170,9948,1,1391010807
7253,11474,1,1391011022
20906,10477,1,1391011037
19554,10043,1,1391011039
15929,10572,1,1391011042
22358,10230,1,1391011060
5936,12893,1,1391011066
22901,11366,1,1391011075
11763,7979,1,1391011089
16481,10294,1,1391011323
17237,9196,1,1391011328
8504,4826,1,1391011341
16570,12709,1,1391011360
4750,11681,1,1391011372
11947,11488,1,1391011383
12202,7797,1,1391011403
113,12974,1,1391011620
6178,13114,1,1391011622
21455,12628,1,1391011628
7612,14881,1,1391011635
18913,4220,1,1391011657
113,10641,1,1391011681
12982,6043,1,1391011687
7692,11528,1,1391011697
19975,12029,1,1391011701
9654,11473,1,1391011705
18332,9956,1,1391011709
12302,6123,1,1391011723
11615,12858,1,1391011731
1103,11297,1,1391011735
260,12565,1,1391011736
3680,10077,1,1391011738
10508,11934,1,1391011750
4287,10626,1,1391011981
22,12827,1,1391011986
17378,11366,1,1391011993
19554,10294,1,1391011997
15007,11431,1,1391012001
13821,10477,1,1391012012
13821,11010,1,1391012012
2229,11356,1,1391012016
21744,11431,1,1391012029
12289,12655,1,1391012034
7842,11366,1,1391012043
7401,13325,1,1391012051
11149,13546,1,1391012052
12084,12824,1,1391012061
12478,4417,1,1391012068
12478,11803,1,1391012069
12202,8845,1,1391012280
536,10233,1,1391012281
16074,11861,1,1391012282
7081,8201,1,1391012289
515,11641,1,1391012316
5561,9956,1,1391012321
14073,9944,1,1391012324
16729,8491,1,1391012333
7792,7285,1,1391012346
11441,11641,1,1391012355
22303,3954,1,1391012598
22303,4612,1,1391012601
21210,12480,1,1391012612
7374,13384,1,1391012615
20482,12827,1,1391012617
20482,6384,1,1391012618
20482,8521,1,1391012624
6841,8650,1,1391012630
113,11609,1,1391012634
11499,13519,1,1391012643
260,4236,1,1391012651
18083,10810,1,1391012659
15745,13519,1,1391012663
6444,9655,1,1391012667
14686,13089,1,1391012671
260,9958,1,1391012677
10267,2657,1,1391012686
10693,11368,1,1391012692
19143,2856,1,1391012697
9628,9655,1,1391012710
3197,9714,1,1391012710
4391,12525,1,1391012715
16393,4494,1,1391012722
15452,11129,1,1391012724
17743,9498,1,1391012940
10086,8736,1,1391012942
3645,12192,1,1391012944
15095,11641,1,1391012969
4165,11366,1,1391012969
20462,11733,1,1391012977
4889,7731,1,1391012981
1881,12655,1,1391012990
4449,10463,1,1391012992
4889,8208,1,1391013001
12983,7786,1,1391013006
18768,12497,1,1391013008
12319,12516,1,1391013017
15929,10109,1,1391013018
9741,12827,1,1391013027
9741,11207,1,1391013031
16780,9976,1,1391013247
11103,12379,1,1391013255
23408,10900,1,1391013261
